,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
355330,2136,1393,4,974641644,M,35,18,13027,Jerry Maguire (1996),Drama|Romance
83748,1680,1610,4,974838833,M,25,20,95380,"Hunt for Red October, The (1990)",Action|Thriller
280149,2543,2013,4,974043598,F,35,0,42420,"Poseidon Adventure, The (1972)",Action|Adventure
667399,4830,1013,2,962902588,M,1,10,55317,"Parent Trap, The (1961)",Children's|Drama
283049,377,1500,3,976303337,M,25,17,55418,Grosse Pointe Blank (1997),Comedy|Crime
830695,3885,2612,4,965811390,M,25,12,92728,Mildred Pierce (1945),Drama
367654,5306,454,3,961012814,F,25,17,92121,"Firm, The (1993)",Drama|Thriller
649095,4117,2542,5,965361016,M,18,4,43551,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
337314,4831,1296,5,962903106,F,25,1,04210,"Room with a View, A (1986)",Drama|Romance
927431,550,464,3,976159040,M,45,8,21559,Hard Target (1993),Action|Adventure|Crime|Thriller
635584,3539,1601,4,966929007,F,25,4,77006,Hoodlum (1997),Crime|Drama|Film-Noir
458175,1224,2300,4,974838212,M,50,13,02125,"Producers, The (1968)",Comedy|Musical
704585,2121,1219,5,974648496,M,56,13,02356,Psycho (1960),Horror|Thriller
471870,1448,2174,4,977257710,F,25,3,17522,Beetlejuice (1988),Comedy|Fantasy
359270,1153,2702,4,974867282,M,18,10,33024,Summer of Sam (1999),Drama
743353,123,2322,2,978048245,M,35,9,67208,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
295420,3789,2318,4,966630878,F,25,0,94110,Happiness (1998),Comedy
905785,3934,2184,3,965712882,M,25,0,44512,"Trouble with Harry, The (1955)",Mystery|Thriller
76964,2634,3578,4,980342865,M,56,1,15701,Gladiator (2000),Action|Drama
861415,1475,1952,5,974754643,F,25,2,75075,Midnight Cowboy (1969),Drama
933500,5039,1260,4,962512267,F,35,4,97068,M (1931),Crime|Film-Noir|Thriller
450177,718,316,2,975575296,M,18,2,90211,Stargate (1994),Action|Adventure|Sci-Fi
422081,549,2124,2,976070158,M,25,6,53217,"Addams Family, The (1991)",Comedy
252056,5733,50,5,958431976,M,25,4,48109,"Usual Suspects, The (1995)",Crime|Thriller
390995,3931,2699,2,966303915,M,25,5,92117,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
222274,5950,3527,3,957181228,M,25,4,19713,Predator (1987),Action|Sci-Fi|Thriller
406415,2750,3751,4,973199479,F,25,15,91360,Chicken Run (2000),Animation|Children's|Comedy
17024,854,2791,4,975354946,F,25,16,44092,Airplane! (1980),Comedy
149577,685,1954,4,975603213,M,25,4,27514,Rocky (1976),Action|Drama
217498,65,3702,4,977888663,M,35,12,55803,Mad Max (1979),Action|Sci-Fi
939088,1462,3515,5,974755257,M,35,16,95405,Me Myself I (2000),Comedy
362906,5357,2712,2,960573121,F,18,20,60123,Eyes Wide Shut (1999),Drama
13960,4854,938,3,962832472,F,50,13,03851,Gigi (1958),Musical
752569,5769,2973,4,958173995,M,45,14,05602,Crimes and Misdemeanors (1989),Comedy
361007,3648,510,1,994802352,M,18,4,85210,Poetic Justice (1993),Drama
468556,3850,2746,4,966218211,M,18,3,92278,Little Shop of Horrors (1986),Comedy|Horror|Musical
661009,1938,313,2,974694686,F,25,2,91351,"Swan Princess, The (1994)",Animation|Children's
405074,5321,1358,5,960863346,M,25,4,02457,Sling Blade (1996),Drama|Thriller
499818,984,2424,4,975113756,M,50,16,92129,You've Got Mail (1998),Comedy|Romance
659547,971,1275,4,975113715,M,25,12,43615,Highlander (1986),Action|Adventure
894344,3172,1913,2,968791515,M,18,12,55408,Picnic at Hanging Rock (1975),Drama|Mystery
356802,3591,1682,3,966645140,M,35,6,96158,"Truman Show, The (1998)",Drama
294291,5453,551,3,959927018,M,18,4,30305,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
130487,4373,1196,4,965179160,M,50,12,32920,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
187612,4957,2735,3,962758771,M,25,2,48197,"Golden Child, The (1986)",Action|Adventure|Comedy
42880,3709,1,5,966275789,M,25,12,89502,Toy Story (1995),Animation|Children's|Comedy
644368,2224,1077,4,974598606,M,25,12,60025,Sleeper (1973),Comedy|Sci-Fi
256275,5333,3083,4,998107277,F,25,7,02332,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
213330,752,2951,4,976840185,F,25,3,97401,"Fistful of Dollars, A (1964)",Action|Western
755625,3878,303,3,965840352,M,35,16,22124,"Quick and the Dead, The (1995)",Action|Adventure|Western
869634,1015,2443,3,979452077,M,35,3,11220,Playing by Heart (1998),Drama|Romance
727716,850,1222,4,975351654,M,35,0,60640,Full Metal Jacket (1987),Action|Drama|War
971137,4491,1497,3,965009641,M,18,4,52405,Double Team (1997),Action
113717,4055,265,4,965494748,M,50,0,98826,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
650231,5077,1748,3,962418913,M,25,2,20037,Dark City (1998),Film-Noir|Sci-Fi|Thriller
502580,3916,3591,4,965765176,M,25,4,02134,Mr. Mom (1983),Comedy|Drama
641260,1665,1206,3,974710415,M,45,17,87505,"Clockwork Orange, A (1971)",Sci-Fi
834667,6013,1760,5,959116299,F,25,20,32301,Spice World (1997),Comedy|Musical
788057,2077,3684,3,979975368,M,18,0,55112,"Fabulous Baker Boys, The (1989)",Drama|Romance
790506,1194,550,3,1036723918,F,25,1,95617,Threesome (1994),Comedy|Romance
843010,4238,2474,4,965416188,M,35,16,44691,"Color of Money, The (1986)",Drama
642200,2002,1069,5,974677341,F,56,13,02136-1522,"Murder, My Sweet (1944)",Film-Noir|Thriller
305602,1142,2683,4,1027940985,M,18,1,43623,Austin Powers: The Spy Who Shagged Me (1999),Comedy
422014,6025,1320,2,956730799,F,25,1,32607,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
492898,971,2405,3,975113942,M,25,12,43615,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
20479,1304,2797,4,974864460,M,25,14,97203,Big (1988),Comedy|Fantasy
792813,566,3274,3,976211247,M,25,17,92122,Single White Female (1992),Action
489665,1891,858,5,974696929,M,45,1,91335,"Godfather, The (1972)",Action|Crime|Drama
395314,1884,3948,3,974692824,M,45,20,93108,Meet the Parents (2000),Comedy
864993,4404,3436,2,965159272,M,25,1,57106,Dying Young (1991),Drama|Romance
156460,3679,1090,3,966448099,M,25,4,68108,Platoon (1986),Drama|War
72436,3618,1210,3,966603384,M,56,17,22657,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
768776,1209,673,2,974842681,M,35,7,94127,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
534852,3196,543,3,971105966,F,18,4,45219,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
712014,3086,3450,5,969692050,M,18,12,98105,Grumpy Old Men (1993),Comedy
621898,1632,3516,2,974718145,M,25,16,94120,"Bell, Book and Candle (1958)",Comedy|Romance
359264,1117,2702,3,975693699,M,18,14,10017,Summer of Sam (1999),Drama
106240,1162,1945,3,974862559,F,35,0,97213,On the Waterfront (1954),Crime|Drama
840838,3216,3091,4,968461978,M,35,1,54481,Kagemusha (1980),Drama|War
353026,3355,1221,3,967705080,M,25,1,400060,"Godfather: Part II, The (1974)",Action|Crime|Drama
200717,505,733,4,976208230,M,35,17,37815,"Rock, The (1996)",Action|Adventure|Thriller
991101,3032,1826,4,970345468,M,25,0,47303,Barney's Great Adventure (1998),Adventure|Children's
21977,1501,2321,1,974930065,M,25,11,75801,Pleasantville (1998),Comedy
573754,445,3897,3,976239209,M,45,12,55117,Almost Famous (2000),Comedy|Drama
749780,3371,1212,5,967660327,M,25,2,55405,"Third Man, The (1949)",Mystery|Thriller
341796,3562,1088,5,966788064,F,25,6,32812,Dirty Dancing (1987),Musical|Romance
691690,1692,2064,4,974709827,M,35,20,97333,Roger & Me (1989),Comedy|Documentary
375032,2540,3252,5,974047655,F,45,6,42420,Scent of a Woman (1992),Drama
835467,2868,1264,4,998605928,M,35,12,94025,Diva (1981),Action|Drama|Mystery|Romance|Thriller
280394,4875,2013,1,962771358,M,35,0,97403,"Poseidon Adventure, The (1972)",Action|Adventure
515155,769,1204,5,975443103,M,45,17,02421,Lawrence of Arabia (1962),Adventure|War
637002,3590,293,4,966652509,F,18,15,02115,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
909316,4207,314,4,965325987,M,35,1,90731,"Secret of Roan Inish, The (1994)",Drama
498345,4089,1042,4,965429524,M,25,7,79416,That Thing You Do! (1996),Comedy
906254,2668,3328,3,973445104,F,25,4,94110,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
265395,5355,2070,4,960594900,M,56,0,78232,Tender Mercies (1983),Drama
590389,3719,2694,3,966261078,M,25,1,39759,Big Daddy (1999),Comedy
820658,2279,1299,5,974560841,M,50,7,08816,"Killing Fields, The (1984)",Drama|War
880470,1149,2827,2,974869619,M,25,12,98103,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
97735,3786,110,2,966030501,F,25,0,94115,Braveheart (1995),Action|Drama|War
232222,3705,1683,3,966288433,M,45,7,30076,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
227125,3464,2987,3,973282761,F,25,14,78251,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
906447,1422,2615,2,975691939,M,35,17,55934,My Science Project (1985),Adventure|Sci-Fi
419526,2986,428,4,971847268,M,25,4,24060,"Bronx Tale, A (1993)",Drama
890827,839,1483,4,980999783,M,25,0,98103,Crash (1996),Drama|Thriller
153942,1805,21,4,974734660,M,18,4,22401,Get Shorty (1995),Action|Comedy|Drama
869193,5852,371,3,958103199,F,25,1,94044,"Paper, The (1994)",Comedy|Drama
244192,2595,1617,3,973810537,M,18,4,15213,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
467016,1797,1294,5,974701227,M,35,7,52003,M*A*S*H (1970),Comedy|War
609459,4083,1625,4,965461452,M,56,14,92630,"Game, The (1997)",Mystery|Thriller
576200,5504,2616,4,959735917,M,45,7,85287-2702,Dick Tracy (1990),Action|Crime
389521,3246,1678,5,968307895,F,35,1,85258,"Joy Luck Club, The (1993)",Drama
944080,3038,2877,5,1018061259,F,35,2,97401,Tommy (1975),Drama|Musical
132113,4601,1552,2,964206870,M,35,14,55415,Con Air (1997),Action|Adventure|Thriller
886596,3050,93,1,970178073,M,35,12,94025,Vampire in Brooklyn (1995),Comedy|Romance
505549,1101,1129,5,974923525,M,35,1,06417,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
583535,1695,3745,3,974707891,M,25,1,97206,Titan A.E. (2000),Adventure|Animation|Sci-Fi
672505,2088,1391,4,974656114,M,50,7,60618,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
608053,1606,2273,5,974741776,F,35,3,55405,Rush Hour (1998),Action|Thriller
839235,3539,2331,4,966930905,F,25,4,77006,Living Out Loud (1998),Comedy|Romance
189072,2272,1079,5,974570678,M,25,0,71731,"Fish Called Wanda, A (1988)",Comedy
706212,5063,3273,2,962480651,F,1,10,22801,Scream 3 (2000),Horror|Mystery|Thriller
80677,1093,3107,4,974929460,M,50,14,60504,Backdraft (1991),Action|Drama
905301,75,2057,5,977851476,F,1,10,01748,"Incredible Journey, The (1963)",Adventure|Children's
280422,5229,2013,4,961465312,M,25,0,60173,"Poseidon Adventure, The (1972)",Action|Adventure
211821,4510,1136,3,964988193,M,45,7,92503,Monty Python and the Holy Grail (1974),Comedy
156073,1917,1090,5,975135227,M,18,10,92704,Platoon (1986),Drama|War
650400,611,3927,4,975856993,M,35,0,20715,Fantastic Voyage (1966),Adventure|Sci-Fi
92219,2264,1293,4,974584149,F,45,7,37877,Gandhi (1982),Drama
101404,3601,3471,5,966637871,F,35,3,95405,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
415037,5714,3623,4,959223363,M,35,2,96753,Mission: Impossible 2 (2000),Action|Thriller
788479,3243,3686,4,968393946,M,25,12,98117,Flatliners (1990),Thriller
68721,1377,2916,3,974770233,M,35,16,65270,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
657357,770,2142,2,976182960,M,18,4,98499,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
584972,3512,1587,3,967479919,M,18,17,02140,Conan the Barbarian (1982),Action|Adventure
479034,1605,2826,3,997112846,F,18,0,28270,"13th Warrior, The (1999)",Action|Horror|Thriller
474327,5450,1374,2,959952614,M,18,12,02143,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
953848,4277,20,3,966423300,M,35,16,98133,Money Train (1995),Action
979672,999,504,3,975046588,M,25,15,62558,No Escape (1994),Action|Sci-Fi
672783,3678,1391,1,967053066,M,25,0,06880,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
550589,3900,1091,4,965876656,F,25,14,55343,Weekend at Bernie's (1989),Comedy
488926,4312,784,3,966114645,M,25,18,78757,"Cable Guy, The (1996)",Comedy
82942,2041,1253,5,983032381,F,25,20,24015,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
736915,2261,2808,3,974582937,M,25,5,33025,Universal Soldier (1992),Action|Sci-Fi
425204,5306,1252,5,961012554,F,25,17,92121,Chinatown (1974),Film-Noir|Mystery|Thriller
655429,3626,2139,4,966614526,M,25,17,75075,"Secret of NIMH, The (1982)",Animation|Children's
823304,4939,3203,2,962827438,M,25,7,63105,Dead Calm (1989),Thriller
90876,662,1544,2,975661278,M,18,4,99163,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
125856,3052,3334,4,970179199,M,35,12,10036,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
7705,4750,1197,4,963192852,F,25,0,91107,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
643005,5795,2010,4,958151745,M,25,1,92688,Metropolis (1926),Sci-Fi
674500,5771,940,4,958753478,M,25,7,95616,"Adventures of Robin Hood, The (1938)",Action|Adventure
686161,1422,1242,4,976138178,M,35,17,55934,Glory (1989),Action|Drama|War
992527,1600,2885,3,974735683,M,35,7,08234,Guinevere (1999),Drama|Romance
769245,1099,315,1,974926783,M,25,17,77059,"Specialist, The (1994)",Action
167462,3825,3095,3,965938651,M,18,1,06279,"Grapes of Wrath, The (1940)",Drama
355245,1792,1393,5,974700843,F,25,2,53523,Jerry Maguire (1996),Drama|Romance
2622,3601,914,4,966641592,F,35,3,95405,My Fair Lady (1964),Musical|Romance
930250,2517,700,2,974070883,F,35,9,53806,Angus (1995),Comedy
767041,3829,804,1,965940610,F,25,1,22307,She's the One (1996),Comedy|Romance
914172,1591,2069,5,974743536,M,50,7,26501,"Trip to Bountiful, The (1985)",Drama
198219,1842,1049,4,996425927,M,18,4,53190,"Ghost and the Darkness, The (1996)",Action|Adventure
471843,1321,2174,5,974778187,F,25,14,34639,Beetlejuice (1988),Comedy|Fantasy
964081,3314,3431,4,967947287,M,25,7,06516,Death Wish II (1982),Action|Drama
187765,2062,1431,3,974658808,M,18,4,44646,Beverly Hills Ninja (1997),Action|Comedy
699628,549,3596,1,1029337870,M,25,6,53217,Screwed (2000),Comedy
606913,1885,500,4,974692295,M,50,17,94611,Mrs. Doubtfire (1993),Comedy
183229,5100,3421,5,962385783,M,50,6,193122042,Animal House (1978),Comedy
975727,2820,970,3,972661277,F,35,0,02138,Beat the Devil (1954),Comedy|Drama
647906,3313,1301,4,968098066,M,35,20,90292,Forbidden Planet (1956),Sci-Fi
975553,5806,3090,4,957986218,F,50,1,08826,Matewan (1987),Drama
619670,1125,2629,2,975629068,F,18,4,53715,"Love Letter, The (1999)",Comedy|Romance
259210,1595,2716,2,974769230,M,35,1,92683-1892,Ghostbusters (1984),Comedy|Horror
909499,5001,1935,5,1019974257,F,25,2,63119,How Green Was My Valley (1941),Drama
875807,3729,3404,3,966575218,M,18,4,20037,Titanic (1953),Action|Drama
30201,3638,1097,4,966488393,M,25,2,90038,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
429633,5795,586,3,958146421,M,25,1,92688,Home Alone (1990),Children's|Comedy
219282,5854,2366,3,958346177,M,45,7,33135,King Kong (1933),Action|Adventure|Horror
384685,1580,25,4,974736834,F,18,4,76201,Leaving Las Vegas (1995),Drama|Romance
399661,4948,1343,2,962644077,M,45,2,94618,Cape Fear (1991),Thriller
76880,2247,3578,2,979315337,M,45,2,60613,Gladiator (2000),Action|Drama
640749,2896,3300,3,972001973,M,18,14,60073,Pitch Black (2000),Action|Sci-Fi
740421,4344,2241,1,966448440,M,25,1,44240,Class (1983),Comedy
967157,1044,1202,4,974966918,M,25,20,72701,Withnail and I (1987),Comedy
369492,1980,1639,4,974690834,M,35,7,06460,Chasing Amy (1997),Drama|Romance
17604,2569,2791,4,973912009,M,45,0,45248,Airplane! (1980),Comedy
150627,571,1955,3,975997946,M,50,5,95401,Kramer Vs. Kramer (1979),Drama
243595,1040,1617,5,974976831,M,25,11,76309,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
843369,293,1172,5,976560801,M,56,1,55337-4056,Cinema Paradiso (1988),Comedy|Drama|Romance
704649,2457,1219,3,974180198,M,25,0,60656,Psycho (1960),Horror|Thriller
14630,1051,2918,5,975041196,F,25,0,60513,Ferris Bueller's Day Off (1986),Comedy
910176,5726,2670,5,958494630,M,25,1,77845,"Run Silent, Run Deep (1958)",War
164537,4329,1527,2,965243365,F,25,14,78232,"Fifth Element, The (1997)",Action|Sci-Fi
338569,2807,1947,3,972794108,F,35,11,22043,West Side Story (1961),Musical|Romance
634727,4198,2901,2,965323417,M,18,4,80631,Phantasm (1979),Horror|Sci-Fi
316421,5689,3499,4,958769832,M,25,0,84119,Misery (1990),Horror
365259,3263,161,5,968216678,M,50,11,66048,Crimson Tide (1995),Drama|Thriller|War
963433,4902,808,4,962685711,M,35,14,84057,Alaska (1996),Adventure|Children's
125740,1543,3334,3,974749007,M,25,11,10549,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
223397,1920,2947,4,974776220,F,35,7,80122,Goldfinger (1964),Action
202668,2909,1379,4,971972988,M,25,7,43228,Young Guns II (1990),Action|Comedy|Western
372130,5848,2442,3,957784868,M,50,20,20009,Hilary and Jackie (1998),Drama
655278,1117,2139,5,975955837,M,18,14,10017,"Secret of NIMH, The (1982)",Animation|Children's
305024,5964,2395,5,956993834,M,18,5,97202,Rushmore (1998),Comedy
788950,5511,540,1,959717473,M,45,1,92407,Sliver (1993),Thriller
681261,4603,2020,3,964205998,F,35,2,33619,Dangerous Liaisons (1988),Drama|Romance
30967,5596,1097,5,959219007,M,35,12,22201,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
983347,836,3945,1,975360516,M,25,11,10023,Digimon: The Movie (2000),Adventure|Animation|Children's
702436,3047,2949,3,970184055,F,25,4,94117,Dr. No (1962),Action
599443,512,257,5,976205291,M,35,0,55379,Just Cause (1995),Mystery|Thriller
843897,5509,1172,3,959721520,M,25,0,11215,Cinema Paradiso (1988),Comedy|Drama|Romance
822823,4502,3498,4,965094927,M,50,0,01379,Midnight Express (1978),Drama
915212,3829,848,2,965939882,F,25,1,22307,"Spitfire Grill, The (1996)",Drama
194583,5390,653,3,960328124,M,1,0,78130,Dragonheart (1996),Action|Adventure|Fantasy
67178,4406,2628,5,965156089,M,25,16,80013,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
930651,5843,709,3,957807475,M,35,1,83301,Oliver & Company (1988),Animation|Children's
19692,1579,3105,5,980461100,M,25,0,60201,Awakenings (1990),Drama
11972,3418,919,3,967684451,F,18,3,22305,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
443111,3518,2072,3,969287312,F,18,7,11215,"'burbs, The (1989)",Comedy
977823,3618,2475,3,966597656,M,56,17,22657,52 Pick-Up (1986),Action|Mystery|Thriller
299093,3899,913,5,965770351,M,25,17,02135,"Maltese Falcon, The (1941)",Film-Noir|Mystery
809785,4607,933,4,1042842613,M,25,0,27403,To Catch a Thief (1955),Comedy|Romance|Thriller
334395,1759,3536,4,976689837,M,25,16,22112,Keeping the Faith (2000),Comedy|Romance
161891,5995,457,5,956857077,F,35,1,14618,"Fugitive, The (1993)",Action|Thriller
615515,1016,2605,3,975011333,M,56,16,60044,Entrapment (1999),Crime|Thriller
934472,2909,2861,4,1009399689,M,25,7,43228,For Love of the Game (1999),Comedy|Drama
855827,1923,3937,4,974690592,M,35,7,90026,Runaway (1984),Sci-Fi|Thriller
981777,223,2445,3,976905757,M,25,17,28262,At First Sight (1999),Drama
251586,4050,50,5,966105010,M,35,6,60061,"Usual Suspects, The (1995)",Crime|Thriller
609948,770,1702,1,976183183,M,18,4,98499,Flubber (1997),Children's|Comedy|Fantasy
575935,2765,2616,3,973129761,M,50,7,02420,Dick Tracy (1990),Action|Crime
180336,5324,1245,3,960857224,M,25,7,02150,Miller's Crossing (1990),Drama
290445,3207,3476,5,968569430,M,35,7,60610,Jacob's Ladder (1990),Horror|Mystery|Thriller
515721,4852,1204,5,962833434,M,35,0,42025,Lawrence of Arabia (1962),Adventure|War
709768,5519,2122,1,960432412,M,35,15,33167,Children of the Corn (1984),Horror|Thriller
947883,5627,2451,2,959047203,M,25,0,07040,"Gate, The (1987)",Horror
21898,1148,2321,2,974871825,M,35,17,92618,Pleasantville (1998),Comedy
540869,5163,1080,5,961902785,M,45,6,53216,Monty Python's Life of Brian (1979),Comedy
700134,3746,1994,5,966139323,M,25,5,54703,Poltergeist (1982),Horror|Thriller
635042,2348,3638,3,974411494,M,50,12,06082,Moonraker (1979),Action|Romance|Sci-Fi
78610,4748,2881,4,963272394,M,45,16,60302,Double Jeopardy (1999),Action|Thriller
900996,4937,3747,3,974012282,M,35,0,02108,Jesus' Son (1999),Drama
372885,710,3173,4,975733526,M,25,20,85207,Any Given Sunday (1999),Drama
528685,1632,2012,1,974717053,M,25,16,94120,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
658398,1273,2145,3,974816936,M,35,2,19123,Pretty in Pink (1986),Comedy|Drama|Romance
8781,4855,1287,3,962831402,M,25,12,90034,Ben-Hur (1959),Action|Adventure|Drama
958407,5689,306,4,986711794,M,25,0,84119,Three Colors: Red (1994),Drama
145689,4077,2396,4,965444502,F,35,2,22030,Shakespeare in Love (1998),Comedy|Romance
452415,3163,2080,3,968867774,M,18,15,95616,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
655255,780,2139,4,975436046,M,25,17,91776,"Secret of NIMH, The (1982)",Animation|Children's
391536,2926,282,4,1006657941,F,18,2,55118,Nell (1994),Drama
414780,4508,3623,4,964982592,M,25,20,15701,Mission: Impossible 2 (2000),Action|Thriller
213697,4794,2951,5,963258706,F,35,0,46142,"Fistful of Dollars, A (1964)",Action|Western
232073,5801,1466,4,958011359,M,25,16,04103,Donnie Brasco (1997),Crime|Drama
664746,509,405,3,976207340,M,25,2,55125,Highlander III: The Sorcerer (1994),Action|Sci-Fi
900506,337,382,4,976350291,M,18,19,80205,Wolf (1994),Drama|Horror
325199,85,1101,2,977714384,M,18,4,94945,Top Gun (1986),Action|Romance
312396,3430,1095,3,969150793,F,45,1,15208,Glengarry Glen Ross (1992),Drama
587302,6003,1263,4,956979416,F,45,17,78722,"Deer Hunter, The (1978)",Drama|War
83727,1600,1610,4,974732421,M,35,7,08234,"Hunt for Red October, The (1990)",Action|Thriller
293111,2174,2029,2,974614689,M,50,12,87505,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
724080,136,2792,4,977424067,M,18,2,21202,Airplane II: The Sequel (1982),Comedy
54716,5618,2028,5,964154139,F,18,4,92612,Saving Private Ryan (1998),Action|Drama|War
774553,570,1888,3,976000855,M,25,4,33314,Hope Floats (1998),Comedy|Drama|Romance
53792,3453,2028,5,967239227,M,35,7,07981,Saving Private Ryan (1998),Action|Drama|War
931347,531,2771,1,978972779,F,18,14,22206,Brokedown Palace (1999),Drama
737073,4892,2808,2,962737074,M,25,12,55405,Universal Soldier (1992),Action|Sci-Fi
700096,3521,1994,4,966925425,M,25,0,53213,Poltergeist (1982),Horror|Thriller
168018,1264,780,3,974820997,M,25,1,53711,Independence Day (ID4) (1996),Action|Sci-Fi|War
312685,116,2188,4,977496866,M,25,17,55744,54 (1998),Drama
648918,2792,2542,2,972930740,M,18,4,02452,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
512585,4904,1200,5,962683157,M,50,15,63121,Aliens (1986),Action|Sci-Fi|Thriller|War
425363,5977,1252,5,957028656,M,35,1,90012,Chinatown (1974),Film-Noir|Mystery|Thriller
766529,5250,3,1,961358994,M,50,6,01545,Grumpier Old Men (1995),Comedy|Romance
990685,4195,1362,5,965324079,F,56,13,95050,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
928163,5188,577,3,961718432,F,35,9,44406,Andre (1994),Adventure|Children's
873902,4647,599,4,963970338,M,35,20,80222,"Wild Bunch, The (1969)",Western
979600,5837,1626,4,958146030,M,25,7,60607,Fire Down Below (1997),Action|Drama|Thriller
557690,5081,2710,1,966282202,F,18,4,19102,"Blair Witch Project, The (1999)",Horror
610124,4140,1702,3,965352261,M,25,0,32112,Flubber (1997),Children's|Comedy|Fantasy
174108,2389,318,4,974297601,M,25,16,37922,"Shawshank Redemption, The (1994)",Drama
439858,1340,592,3,974774727,M,25,7,14302,Batman (1989),Action|Adventure|Crime|Drama
356930,4458,1682,3,965075827,F,25,4,15701-2017,"Truman Show, The (1998)",Drama
341670,2489,1088,3,974143769,F,35,9,37843,Dirty Dancing (1987),Musical|Romance
522642,4083,2371,2,965436593,M,56,14,92630,Fletch (1985),Comedy
488049,4269,3704,3,965303529,M,35,18,27603,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
743262,5163,1958,4,961904511,M,45,6,53216,Terms of Endearment (1983),Comedy|Drama
66699,3033,2628,3,970290345,M,18,4,02906,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
943650,5605,851,5,959571054,F,18,2,95008,Basquiat (1996),Drama
384089,4077,345,3,965445967,F,35,2,22030,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
745184,4179,1965,5,965331728,F,35,20,94949,Repo Man (1984),Comedy|Sci-Fi
939530,4658,2876,1,963966786,M,25,4,99163,Thumbelina (1994),Animation|Children's
294594,1702,1513,4,974876240,M,18,10,97303,Romy and Michele's High School Reunion (1997),Comedy
771524,4507,1298,5,964984086,M,18,4,61820,Pink Floyd - The Wall (1982),Drama|Musical|War
374328,4889,253,4,963009996,M,18,4,63108,Interview with the Vampire (1994),Drama|Horror
927314,1939,2879,4,974691099,F,35,2,94930,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy
762,2807,1193,4,972777617,F,35,11,22043,One Flew Over the Cuckoo's Nest (1975),Drama
659330,620,3889,1,975800210,M,18,0,13210,Highlander: Endgame (2000),Action|Adventure|Fantasy
197314,4291,1580,5,965274406,M,35,14,98125,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
264713,16,3016,2,978174490,F,35,0,20670,Creepshow (1982),Horror
89143,4791,1259,3,963004488,M,18,4,55116,Stand by Me (1986),Adventure|Comedy|Drama
152478,1119,1957,5,974915215,M,35,1,90504,Chariots of Fire (1981),Drama
901888,839,482,4,980757543,M,25,0,98103,Killing Zoe (1994),Thriller
422092,647,2124,3,975714583,M,35,12,85224,"Addams Family, The (1991)",Comedy
793053,3823,3274,4,965945251,M,56,7,93711,Single White Female (1992),Action
